id,acl_sentence,claim,annotation,user,cross_annotations,cross_users
8421,2903,Hulk had a budget of $137 million.,,,,
8422,2903,Hulk was a commercial success.,,,,
8423,2903,Hulk received mixed reactions from critics.,,,,
8424,2903,The writing in Hulk was praised.,,,,
8425,2903,The acting in Hulk was praised.,,,,
8426,2903,The character development in Hulk was praised.,,,,
8427,2903,The action sequences in Hulk were praised.,,,,
8428,2903,Danny Elfman composed the musical score for Hulk.,,,,
8429,2903,Some criticized Hulk for its outdated CGI.,,,,
8430,2903,Some criticized Hulk for its editing.,,,,
8431,2903,Some criticized Hulk for its dark story elements.,,,,
8432,3641,Insurgent was released in IMAX 3D.,,,,
8433,3641,Insurgent is part of The Divergent Series.,,,,
8434,3641,The Divergent Series: Allegiant was released in 2016.,,,,
8435,3641,The Divergent Series: Allegiant grossed $179 million.,,,,
8436,3641,The first three films of The Divergent Series grossed over $765 million worldwide.,,,,
8437,6174,Michelin Guides are published by the French company Michelin.,,,,
8438,6174,Michelin Guides have been published for over a century.,,,,
8439,6174,The Michelin Red Guide is an annually published guide.,,,,
8440,6174,The Michelin Red Guide is a European hotel and restaurant reference guide.,,,,
8441,6174,Michelin stars are awarded for excellence to some establishments by the Michelin Red Guide.,,,,
8442,4746,The Weeknd's real name is Abel Makkonen Tesfaye.,,,,
8444,4746,The Weeknd is a Canadian singer.,,,,
8445,4746,The Weeknd is a songwriter.,,,,
8446,4746,The Weeknd is a record producer.,,,,
8447,4746,The Weeknd gained recognition after uploading songs to YouTube in 2010.,,,,
8448,4746,The Weeknd uploaded songs to YouTube anonymously.,,,,
8449,4163,Diego Costa returned to Atlético Madrid for a season.,,,,
8450,4163,Diego Costa scored 27 goals in the season Atlético Madrid won the league title in 2014.,,,,
8451,4163,Diego Costa joined Chelsea for a transfer fee of 32 million pounds.,,,,
8452,4163,Diego Costa scored 21 goals in his first season with Chelsea.,,,,
8453,4163,Diego Costa won the Premier League with Chelsea.,,,,
8454,4163,Diego Costa won the League Cup with Chelsea.,,,,
8456,4163,Diego Costa declared his desire to represent Spain internationally.,,,,
8458,4950,Alessia Caracciolo is professionally known as Alessia Cara.,,,,
8459,4950,Alessia Cara is a Canadian singer.,,,,
8460,4950,Alessia Cara is a songwriter.,,,,
8461,4950,Alessia Cara is signed to EP Entertainment.,,,,
8462,4950,Alessia Cara is signed to Def Jam Recordings.,,,,
8463,4950,Alessia Cara released her debut single 'Here'.,,,,
8464,4950,Alessia Cara's debut single 'Here' is from her debut studio album Know-It-All.,,,,
8465,4950,"Alessia Cara's debut studio album Know-It-All was released on November 13, 2015.",,,,
8466,1288,Just My Luck is a romantic comedy film.,,,,
8470,1288,Amy B. Harris wrote Just My Luck.,,,,
8471,1288,Lindsay Lohan stars in Just My Luck.,,,,
8472,1288,Chris Pine stars in Just My Luck.,,,,
8473,1288,Lindsay Lohan's character in Just My Luck is named Ashley.,,,,
8474,1288,"Ashley is portrayed as the luckiest girl in Manhattan, New York in Just My Luck.",,,,
8477,1805,Tokyo is considered an alpha + world city.,,,,
8478,1805,The GaWC's 2008 inventory listed Tokyo as an alpha + world city.,,,,
8479,1805,"In 2014, Tokyo ranked first in the 'Best overall experience' category of TripAdvisor's World City Survey.",,,,
8480,1805,Tokyo ranked first for 'helpfulness of locals' according to TripAdvisor's World City Survey.,,,,
8481,1805,Tokyo ranked first for 'nightlife' according to TripAdvisor's World City Survey.,,,,
8482,1805,Tokyo ranked first for 'shopping' according to TripAdvisor's World City Survey.,,,,
8483,1805,Tokyo ranked first for 'local public transportation' according to TripAdvisor's World City Survey.,,,,
8484,1805,Tokyo ranked first for 'cleanliness of streets' according to TripAdvisor's World City Survey.,,,,
8485,1805,"In 2015, Tokyo was ranked as the 11th most expensive city for expatriates by the Mercer consulting firm.",,,,
8486,1805,"In 2015, Tokyo was ranked as the world's 11th most expensive city by the Economist Intelligence Unit's cost-of-living survey.",,,,
8487,1805,Tokyo was named the Most Liveable City in the world by Monocle magazine.,,,,
8489,5620,Puerto Rico is officially known as the Commonwealth of Puerto Rico.,,,,
8490,5620,Puerto Rico is an unincorporated territory of the United States.,,,,
8491,5620,Puerto Rico is located in the northeast Caribbean Sea.,,,,
8492,5620,Puerto Rico is an archipelago.,,,,
8493,5620,Puerto Rico includes the main island of Puerto Rico.,,,,
8494,5620,Puerto Rico includes smaller islands such as Mona.,,,,
8495,5620,Puerto Rico includes Culebra island.,,,,
8496,5620,Puerto Rico includes Vieques island.,,,,
8497,5620,Puerto Rico was briefly called Porto Rico.,,,,
8498,5414,Salman Khan topped Forbes India charts in 2014.,,,,
8499,5414,Salman Khan was the highest ranked Indian on the Forbes 2015 list of 'Celebrity 100: The World's Top-Paid Entertainers'.,,,,
8500,5414,Salman Khan ranked 71st on the Forbes 2015 list.,,,,
8501,5414,Salman Khan's earnings were $33.5 million in 2015 according to Forbes.,,,,
8502,5414,Salman Khan is a stage performer.,,,,
8503,5414,Salman Khan is an actor.,,,,
8504,5414,Salman Khan is an active humanitarian.,,,,
8505,5414,Salman Khan has a charity non-profit organisation called Being Human.,,,,
8506,2546,Felicity Jones appeared in The Chalk Garden at the Donmar Warehouse in 2008.,,,,
8507,2546,Felicity Jones has appeared in films since 2006.,,,,
8508,2546,Felicity Jones was in Northanger Abbey in 2007.,,,,
8509,2546,Felicity Jones was in Brideshead Revisited in 2008.,,,,
8510,2546,Felicity Jones was in Chéri in 2009.,,,,
8511,2546,Felicity Jones was in The Tempest in 2010.,,,,
8512,2546,Felicity Jones's performance in Like Crazy was critically acclaimed.,,,,
8513,2546,Felicity Jones received a special jury prize at the 2011 Sundance Film Festival for Like Crazy.,,,,
8514,1964,An inquisitorial court examined Joan of Arc's trial in 1456.,,,,
8515,1964,Pope Callixtus III authorized the court that examined Joan of Arc's trial.,,,,
8516,1964,The court debunked the charges against Joan of Arc.,,,,
8517,1964,Joan of Arc was pronounced innocent by an inquisitorial court.,,,,
8518,1964,Joan of Arc was declared a martyr in 1456.,,,,
8524,5429,Doctor Octopus assumed the identity of Spider-Man between 2012 and 2014.,,,,
8525,5429,Peter Parker was involved in a body swap plot with Doctor Octopus.,,,,
8526,5429,Peter Parker appears to die in a story arc.,,,,
8527,5429,Marvel published Spider-Man 2099 featuring Miguel O'Hara.,,,,
8528,5429,Spider-Man 2099 is set in the future.,,,,
8529,5429,Marvel published Ultimate Spider-Man featuring a teenaged Peter Parker.,,,,
8530,5429,Ultimate Spider-Man is set in an alternate universe.,,,,
8531,5429,Marvel published Ultimate Comics Spider-Man featuring Miles Morales.,,,,
8532,5429,Miles Morales becomes Spider-Man after Ultimate Peter Parker's supposed death.,,,,
8533,359,"Greyson Michael Chance was born on August 16, 1997.",,,,
8534,359,Greyson Chance is an American singer.,,,,
8535,359,Greyson Chance is a songwriter.,,,,
8536,359,Greyson Chance is a pianist.,,,,
8537,359,Greyson Chance performed 'Paparazzi' by Lady Gaga in April 2010.,,,,
8538,359,Greyson Chance's performance took place at a sixth-grade music festival.,,,,
8539,359,Greyson Chance's performance of 'Paparazzi' went viral on YouTube.,,,,
8540,359,Greyson Chance's YouTube video of 'Paparazzi' had over 59 million views as of May 2017.,,,,
8541,359,Greyson Chance appeared on The Ellen DeGeneres Show after his viral performance.,,,,
8542,3349,Nosedive is an episode of Black Mirror.,,,,
8543,3349,Nosedive is the first episode of the third series of Black Mirror.,,,,
8544,3349,Black Mirror is a British science fiction anthology series.,,,,
8545,3349,Michael Schur and Rashida Jones wrote the teleplay for Nosedive.,,,,
8546,3349,Charlie Brooker created the story for Nosedive.,,,,
8547,3349,Joe Wright directed the episode Nosedive.,,,,
8548,3349,Charlie Brooker is the creator and showrunner of Black Mirror.,,,,
8549,3974,Hotel Transylvania is a 3D computer-animated film.,,,,
8551,3974,Hotel Transylvania is an American film.,,,,
8552,3974,Hotel Transylvania is a fantasy comedy film.,,,,
8554,3974,Columbia Pictures was involved in the production of Hotel Transylvania.,,,,
8557,3974,Adam Sandler provided a voice in Hotel Transylvania.,,,,
8558,3974,Andy Samberg provided a voice in Hotel Transylvania.,,,,
8559,3974,Selena Gomez provided a voice in Hotel Transylvania.,,,,
8560,3974,Kevin James provided a voice in Hotel Transylvania.,,,,
8561,3974,Fran Drescher provided a voice in Hotel Transylvania.,,,,
8562,3974,Steve Buscemi provided a voice in Hotel Transylvania.,,,,
8563,3974,Molly Shannon provided a voice in Hotel Transylvania.,,,,
8564,3974,David Spade provided a voice in Hotel Transylvania.,,,,
8565,3974,CeeLo Green provided a voice in Hotel Transylvania.,,,,
8566,341,"Oscar Palmer Robertson was born on November 24, 1938.",,,,
8567,341,Oscar Robertson is nicknamed 'The Big O'.,,,,
8568,341,Oscar Robertson is an American former professional basketball player.,,,,
8569,341,Oscar Robertson played in the National Basketball Association.,,,,
8570,341,Oscar Robertson played for the Cincinnati Royals.,,,,
8571,341,Oscar Robertson played for the Milwaukee Bucks.,,,,
8572,341,Oscar Robertson played as a point guard.,,,,
8573,341,Oscar Robertson is 6 feet tall.,,,,
8574,341,Oscar Robertson weighs 205 pounds.,,,,
8575,341,Oscar Robertson was a 12-time All-Star.,,,,
8576,341,Oscar Robertson was an 11-time member of the All-NBA Team.,,,,
8577,341,Oscar Robertson won the MVP award once.,,,,
8578,341,Oscar Robertson's professional career spanned 14 seasons.,,,,
8579,521,The Good Wife received acclaim for its insight on social media.,3311,356,3311,356
8580,521,The Good Wife received acclaim for its insight on the internet in society.,3311,356,3311,356
8581,521,The Good Wife received acclaim for its insight on politics.,2311,356,2311,356
8582,521,The Good Wife received acclaim for its insight on law.,2311,356,2311,356
8583,521,The Good Wife is considered network television's last great drama.,3311,356,3311,356
8584,521,The Good Wife produced a full 22 episode season.,2311,356,2311,356
8585,521,Other acclaimed shows favor shorter seasons of 6 - 12 episodes.,3311,356,3311,356
8586,521,CBS announced The Good Wife was ending with its seventh season.,3311,356,3311,356
8587,521,The Good Wife's ending was announced during Super Bowl 50.,3311,356,3311,356
8588,521,"The Good Wife's ending was announced on February 7, 2016.",3311,356,3311,356
8589,1871,The New York Giants are a professional American football team.,,,,
8590,1871,The New York Giants are based in the New York metropolitan area.,,,,
8592,1871,The New York Giants are a member club of the NFC East division.,,,,
8593,6078,Matt Kuchar experienced success in the early 2000s.,,,,
8594,6078,Matt Kuchar suffered a slump after his early success.,,,,
8596,6078,Matt Kuchar rebuilt his swing from 2008 onward.,,,,
8597,6078,"Matt Kuchar developed a new, one-plane swing.",,,,
8598,6078,Matt Kuchar's results improved after rebuilding his swing.,,,,
8599,6078,Matt Kuchar was the leading money winner on the PGA Tour in 2010.,,,,
8600,1575,Juana la Virgen is a Venezuelan telenovela.,,,,
8602,1575,Juana la Virgen was written by Perla Farias.,,,,
8603,1575,Juana la Virgen was produced by RCTV.,,,,
8605,1801,Somali is spoken by Somalis in Greater Somalia.,3311,356,3311,356
8606,1801,Somali is spoken by the Somali diaspora.,3311,356,3311,356
8607,1801,Somali is an official language of Somalia.,3311,356,3311,356
8608,1801,Somali is an official language of Somaliland.,3311,356,3311,356
8609,1801,Somali is a national language in Djibouti.,3311,356,3311,356
8611,1801,Somali is used as an adoptive language by neighboring ethnic minority groups.,3311,356,3311,356
8612,1801,Somali is used as an adoptive language by individuals.,3201,356,3201,356
8613,4499,Eva Green is a French actress.,,,,
8614,4499,Eva Green is a model.,,,,
8616,4499,Eva Green started her career in theatre.,,,,
8618,4499,Eva Green appeared in Bernardo Bertolucci's film The Dreamers.,,,,
8619,4499,"Eva Green achieved international recognition for her role as Sibylla, Queen of Jerusalem.",,,,
8620,4499,Eva Green appeared in Ridley Scott's historical epic Kingdom of Heaven (2005).,,,,
8621,4499,Eva Green portrayed Bond girl Vesper Lynd in the James Bond film Casino Royale (2006).,,,,
8622,119,Brock Lesnar signed with the Ultimate Fighting Championship in October.,,,,
8623,119,Brock Lesnar lost his UFC debut against Frank Mir.,,,,
8624,119,Brock Lesnar won his second UFC fight against Heath Herring.,,,,
8625,119,Brock Lesnar defeated Randy Couture in November 2008.,,,,
8627,3740,Princess Agents is a Chinese television series.,,,,
8629,3740,Princess Agents is based on a novel.,,,,
8630,3740,The novel Princess Agents is based on is titled 11 Chu Te Gong Huang Fei.,,,,
8633,3740,Lin Gengxin stars in Princess Agents.,,,,
8634,3740,Shawn Dou stars in Princess Agents.,,,,
8635,5960,Gilmore Girls was placed number 32 on Entertainment Weekly's 'New TV Classics' list.,,,,
8636,5960,Gilmore Girls was listed on Time magazine's 'All-TIME 100 TV Shows' in 2007.,,,,
8637,5960,The main cast of Gilmore Girls returned for a miniseries in 2016.,,,,
8638,5960,The miniseries revival of Gilmore Girls is titled 'Gilmore Girls: A Year in the Life'.,,,,
8639,5960,Gilmore Girls: A Year in the Life streamed on Netflix.,,,,
8640,5436,Diego da Silva Costa is a professional footballer.,,,,
8641,5436,Diego da Silva Costa plays as a striker.,,,,
8642,5436,Diego da Silva Costa plays for the English club Chelsea.,,,,
8643,5436,Diego da Silva Costa plays for the Spain national team.,,,,
8644,5436,Diego da Silva Costa was born on 7 October 1988.,,,,
8645,5436,Diego da Silva Costa is known for his physicality.,,,,
8646,5436,Diego da Silva Costa is known for his goalscoring.,,,,
8647,5436,Diego da Silva Costa is known for his ability to keep possession.,,,,
8648,5615,Lithuania is bordered by Latvia to the north.,,,,
8649,5615,Lithuania is bordered by Belarus to the east and south.,,,,
