id,sentence,claims,focus,coverage,redundance,model,user,cross_focus,cross_coverage,cross_users
849,4936,"Mithun Chakraborty made his acting debut with the drama Mrigayaa in 1976.
Mithun Chakraborty won his first National Film Award for Best Actor for Mrigayaa.
Mithun Chakraborty began his career as a junior actor.
Mithun Chakraborty established himself as a major Bollywood star.
Mithun Chakraborty is recognized as one of the best 'dancing-heroes' in Bollywood.
Mithun Chakraborty is known for his 'Disco and Desi' fusion-style dancing.
Mithun Chakraborty's dancing style is popular among the masses.",,,,gpt-4-turbo-3-shot,,,,
850,5050,"Marilyn Monroe posed for nude photos before becoming a star.
Marilyn Monroe was involved in a scandal.
The scandal increased interest in Marilyn Monroe's films.
By 1953, Marilyn Monroe was a marketable Hollywood star.
Marilyn Monroe had leading roles in three films in 1953.
Marilyn Monroe starred in the film Niagara.
Marilyn Monroe's role in Niagara focused on her sex appeal.
Marilyn Monroe starred in the film Gentlemen Prefer Blondes.
Marilyn Monroe starred in the film How to Marry a Millionaire.
Marilyn Monroe was established as a 'dumb blonde' star image.
Marilyn Monroe played a role in the creation and management of her public image.
Marilyn Monroe was disappointed at being typecast.
Marilyn Monroe was underpaid by the studio.",,,,gpt-4-turbo-3-shot,,,,
851,5149,"The United Kingdom has an area of 242500 km2.
The United Kingdom is the 78th-largest sovereign state in the world.
The United Kingdom is the 11th-largest country in Europe.
The United Kingdom is the 21st-most populous country in the world.
The United Kingdom has an estimated 65.1 million inhabitants.
The United Kingdom is the fourth-most densely populated country in the EU.",,,,gpt-4-turbo-3-shot,,,,
852,2064,"T-Pain has won two Grammy Awards.
T-Pain won a Grammy Award with Kanye West.
T-Pain won a Grammy Award with Jamie Foxx.
T-Pain founded Nappy Boy Entertainment.
Nappy Boy Entertainment was established in 2005.
T-Pain is a singer.
T-Pain is known for using Auto-Tune.
T-Pain popularized the use of Auto-Tune.",,,,gpt-4-turbo-3-shot,,,,
853,5936,"Matt Kuchar has won seven times on the PGA Tour.
Matt Kuchar's PGA Tour wins span over 12 years.
Matt Kuchar is known for his consistency on the PGA Tour.
Matt Kuchar has earned over $30 million in prize money.
Matt Kuchar has recorded over 80 top-10 finishes on the PGA Tour.
Matt Kuchar experienced success in the early 2000s.
Matt Kuchar suffered a slump after his early success.
Matt Kuchar struggled to maintain his playing status on the PGA Tour.",,,,gpt-4-turbo-3-shot,,,,
854,6479,"The Penibaetic System is one of the three systems of mountain ranges in the Baetic System.
The Penibaetic System is located in the southern Iberian Peninsula.
Mulhacén is the highest point in the Iberian Peninsula.
Mulhacén is 3,478 meters high.
Mulhacén is part of the Sierra Nevada in the Penibaetic System.",,,,gpt-4-turbo-3-shot,,,,
855,5254,"Andre Agassi achieved the Career Grand Slam in the Open Era.
Andre Agassi is one of eight male singles players in history to achieve the Career Grand Slam.
Andre Agassi was the first of two male singles players to achieve the Career Golden Slam.
Rafael Nadal also achieved the Career Golden Slam.
Andre Agassi won the ATP Tour World Championships in 1990.
Andre Agassi is the only man to win the Career Golden Slam and the ATP Tour World Championships.
Sports Illustrated dubbed Andre Agassi's distinction as a 'Career Super Slam'.
Andre Agassi was the first male player to win all four Grand Slam tournaments on three different surfaces.
Andre Agassi won Grand Slam tournaments on hard, clay, and grass surfaces.
Andre Agassi was the last American male to win the French Open in 1999.
Andre Agassi was the last American male to win the Australian Open in 2003.
Andre Agassi won 17 ATP Masters Series titles.
Andre Agassi was part of the winning Davis Cup teams in 1990, 1992, and 1995.",,,,gpt-4-turbo-3-shot,,,,
856,3970,"Rachel McAdams was born on November 17, 1978.
Rachel McAdams is a Canadian actress.
Rachel McAdams graduated from a four-year theatre program at York University in 2001.
Rachel McAdams initially worked in Canadian television and film productions.
Rachel McAdams received a Genie Award nomination for the drama film Perfect Pie.
Rachel McAdams appeared in the comedy film My Name Is Tanino.
Rachel McAdams won a Gemini Award for the comedy series Slings and Arrows.
Rachel McAdams made her Hollywood film debut in 2002.
Rachel McAdams's Hollywood debut was in the comedy The Hot Chick.",,,,gpt-4-turbo-3-shot,,,,
857,6379,"Miley Cyrus was ranked number thirteen on Forbes Celebrity 100 in 2010.
Miley Cyrus was declared 'Artist of the Year' by MTV in 2013.
Miley Cyrus was included on the Time 100 list of most influential people in 2008.
Miley Cyrus was included on the Time 100 list of most influential people in 2014.",,,,gpt-4-turbo-3-shot,,,,
858,6393,"Linkin Park's album topped the Billboard charts.
Linkin Park's album had the third-best debut week of the year it was released.
Linkin Park's fourth album is A Thousand Suns.
A Thousand Suns was released in 2010.
Linkin Park's fourth album includes more electronic sounds and beats.
Linkin Park's fifth album is Living Things.
Living Things was released in 2012.
Living Things combines elements from all of Linkin Park's previous records.",,,,gpt-4-turbo-3-shot,,,,
859,6671,"Caroline was the heir presumptive to the throne of Monaco from 2005 until December 2014.
Caroline was the heir presumptive to the throne of Monaco from 1957 to 1958.
Caroline is married to Ernst August, Prince of Hanover.
Ernst August was born in 1954.
Ernst August is the heir to the former throne of the Kingdom of Hanover.
Ernst August is the heir male of George III of the United Kingdom.",,,,gpt-4-turbo-3-shot,,,,
860,6487,"Junun is a documentary film.
Junun was released in 2015.
Paul Thomas Anderson directed Junun.
Junun documents the making of an album.
The album documented in Junun has the same name as the film.
Junun was filmed in Mehrangarh Fort in Rajasthan, India.
Shye Ben Tzur is an Israeli composer involved in Junun.
Jonny Greenwood is an English composer involved in Junun.
Jonny Greenwood is a guitarist for Radiohead involved in Junun.
The Rajasthan Express is an Indian ensemble involved in Junun.
Nigel Godrich is a Radiohead producer involved in Junun.",,,,gpt-4-turbo-3-shot,,,,
861,4375,"Minions received mixed critical responses.
Some critics praised the comedic aspects of Minions.
Some critics praised the performances of Bullock and Hamm in Minions.
Critics felt the title characters in Minions could not carry the film on their own.
Critics felt the villains in Minions were flatly characterized.
Minions grossed over $1.1 billion worldwide.
Minions outgrossed each of the Despicable Me films.
Minions is the thirteenth highest-grossing film of all time.
Minions is the second highest-grossing animated film.
Minions is the highest-grossing non-Disney animated film.
A sequel to Minions is scheduled for release on July 3, 2020.",,,,gpt-4-turbo-3-shot,,,,
862,5261,"The European Union is represented in the G20 by the European Commission.
The European Union is represented in the G20 by the European Central Bank.
G20 economies make up approximately 85% of the gross world product.
G20 economies are responsible for about 80% of world trade.
Excluding EU intra-trade, G20 economies account for approximately 75% of world trade.
G20 economies comprise two-thirds of the world population.
The G20's inaugural leaders' summit took place in 2008.
G20 leaders declared on 25 September 2009 that the G20 would replace the G8 as the main economic council of wealthy nations.",,,,gpt-4-turbo-3-shot,,,,
863,1325,"The Dark Knight appeared on 287 critics' top ten lists.
The Dark Knight was named the best film of 2008 by 77 critics.
The Dark Knight earned over $1 billion in worldwide revenue.
The Dark Knight is the 29th-highest-grossing film of all time.
The Dark Knight received eight Academy Award nominations.
The Dark Knight won the Academy Award for Best Sound Editing.
Heath Ledger was posthumously awarded the Academy Award for Best Supporting Actor for The Dark Knight.",,,,gpt-4-turbo-3-shot,,,,
864,220,"Judy Greer has appeared in romantic comedies.
Judy Greer appeared in the film What Women Want in 2000.
Judy Greer appeared in the film The Wedding Planner in 2001.
Judy Greer appeared in the film 13 Going on 30 in 2004.
Judy Greer appeared in the film 27 Dresses in 2008.
Judy Greer appeared in the film Love and Other Drugs in 2010.
Judy Greer appeared in the film The Descendants in 2011.
Judy Greer appeared in the film Carrie in 2013.
Judy Greer appeared in the film Jurassic World in 2015.
Judy Greer began hosting an online series called Reluctantly Healthy in 2011.
Reluctantly Healthy was adapted into a series by Litton Entertainment in 2014.
Reluctantly Healthy aired on The CW's One Magnificent Morning block.",,,,gpt-4-turbo-3-shot,,,,
865,4586,"Heroin is also known as diamorphine.
Heroin is an opiate.
Heroin is commonly used as a recreational drug.
Heroin produces euphoric effects.
Heroin is used medically to relieve pain.
Heroin is used in opioid replacement therapy.",,,,gpt-4-turbo-3-shot,,,,
866,6046,"Maggie Smith was in the cast of Sister Act.
Kathy Najimy was in the cast of Sister Act.
Wendy Makkena was in the cast of Sister Act.
Mary Wickes was in the cast of Sister Act.
Harvey Keitel was in the cast of Sister Act.
Sister Act grossed $231 million worldwide.
Sister Act is a comedy film.
Sister Act was financially successful in the early 1990s.
Sister Act was rated #83 on Bravo's The 100 Funniest Movies list.
Sister Act has a sequel titled Sister Act 2: Back in the Habit.
Sister Act was adapted into a musical.
The Sister Act musical premiered at the Pasadena Playhouse in 2006.
The Sister Act musical opened at the London Palladium in 2009.
Previews for the Sister Act musical at the London Palladium began on May 7, 2009.",,,,gpt-4-turbo-3-shot,,,,
868,2831,"Caitlyn Jenner's name and gender change became official on September 25, 2015.
Caitlyn Jenner is considered the most famous openly transgender woman in the world.
Caitlyn Jenner starred in the reality television series I Am Cait from 2015 to 2016.
I Am Cait focused on Caitlyn Jenner's gender transition.",,,,gpt-4-turbo-3-shot,,,,
869,1298,"Richard Ramirez was also known as Ricardo Leyva Muñoz Ramírez.
Richard Ramirez was an American serial killer.
Richard Ramirez was a rapist.
Richard Ramirez was a burglar.
Richard Ramirez's crime spree occurred in the Los Angeles area.
Richard Ramirez's crime spree occurred in the San Francisco area.
Richard Ramirez's crime spree lasted from June 1984 until August 1985.
Richard Ramirez was called the 'Night Stalker' by the news media.",00001110,11110,00000000,gpt-4-turbo-3-shot,354,"00001110,00001100","11110,11110","354,356"
870,4,"Roald Dahl received the 1983 World Fantasy Award for Life Achievement.
Roald Dahl was named Children's Author of the Year at the British Book Awards in 1990.
The Times ranked Roald Dahl 16th among The 50 greatest British writers since 1945 in 2008.
Roald Dahl's short stories are recognized for their unexpected endings.
Roald Dahl's children's books are known for their unsentimental mood.
Roald Dahl's children's books are known for their macabre elements.
Roald Dahl's children's books often have a darkly comic mood.
Roald Dahl's children's books commonly feature villainous adults opposing child characters.",,,,gpt-4-turbo-3-shot,,,,
871,2599,"Winona Ryder was born on October 29, 1971.
Winona Ryder's birth name is Winona Laura Horowitz.
Winona Ryder is an American actress.
Winona Ryder was one of the most profitable actresses of the 1990s.
Winona Ryder was one of the most iconic actresses of the 1990s.
Winona Ryder made her film debut in 1986.
Winona Ryder's film debut was in the film Lucas.
Winona Ryder played Lydia Deetz in Beetlejuice.
Winona Ryder's performance in Beetlejuice won critical acclaim.
Winona Ryder's performance in Beetlejuice gained widespread recognition.
Tim Burton directed Beetlejuice.",,,,gpt-4-turbo-3-shot,,,,
872,5807,"Mithun Chakraborty made his acting debut with the film Mrigayaa in 1976.
Mithun Chakraborty won his first National Film Award for Best Actor for Mrigayaa.
Mithun Chakraborty began his career as a junior actor.
Mithun Chakraborty established himself as a major Bollywood star.
Mithun Chakraborty is recognized as one of the best 'dancing-heroes' in Bollywood.
Mithun Chakraborty is known for his 'Disco and Desi' fusion-style dancing.",,00,000000,gpt-4-turbo-3-shot,,,,
